Dataset,Image,Preprocessing,Model,IoU,Dice
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11196).png,region_grow,FPN,0.018651362984210645,0.036619718309844826
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11196).png,region_grow,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,watershed,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,watershed,ResUNet,5.260942760939993e-05,0.00010521332000625745
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,watershed,ResNet34,0.33906114483948774,0.5064162247499621
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,watershed,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,watershed,FPN,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,watershed,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,grabcut,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,grabcut,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,grabcut,ResNet34,0.39549531938915417,0.5668171206224799
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,grabcut,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,grabcut,FPN,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,grabcut,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,region_grow,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,region_grow,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,region_grow,ResNet34,0.385708315921348,0.556694813027651
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,region_grow,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,region_grow,FPN,0.03467383091258724,0.06702369360594489
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4215).png,region_grow,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,watershed,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,watershed,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,watershed,ResNet34,0.3014058704049741,0.4632004161948063
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,watershed,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,watershed,FPN,0.008750530335167187,0.017349245570675912
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,watershed,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,grabcut,UNet,0.0004385484047799372,0.0008767123287666429
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,grabcut,ResUNet,0.0015917448817160153,0.0031784305129311822
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,grabcut,ResNet34,0.2764812879754874,0.4331928569262297
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,grabcut,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,grabcut,FPN,0.13190196002021123,0.23306251721280877
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,grabcut,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,region_grow,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,region_grow,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,region_grow,ResNet34,0.4481325422075707,0.6189109479225235
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,region_grow,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,region_grow,FPN,0.004003313086690593,0.007974700948710767
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11625).png,region_grow,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,watershed,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,watershed,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,watershed,ResNet34,0.2865677666767007,0.4454763660322788
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,watershed,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,watershed,FPN,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,watershed,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,grabcut,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,grabcut,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,grabcut,ResNet34,0.3026570945248375,0.4646765381264606
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,grabcut,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,grabcut,FPN,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,grabcut,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,region_grow,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,region_grow,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,region_grow,ResNet34,0.3839581270334181,0.5548695723279592
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,region_grow,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,region_grow,FPN,0.09098140598583525,0.16678818811512633
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4566).png,region_grow,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (3988).png,otsu,UNet,0.01030565640004081,0.020401066419369188
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (3988).png,otsu,ResUNet,0.022236414305607154,0.04350542397907451
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (3988).png,otsu,ResNet34,0.3506777845063701,0.5192619417139991
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (3988).png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (3988).png,otsu,FPN,0.2592926025390229,0.41180675883623796
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (3988).png,otsu,PSPNet,0.19373362885345097,0.3245843531098758
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (3988).png,adaptive,UNet,0.044581654544479835,0.08535791213741153
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (3988).png,adaptive,ResUNet,0.1104413460529875,0.19891432617408594
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (3988).png,adaptive,ResNet34,0.22133376555545567,0.36244599436714064
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (3988).png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (3988).png,adaptive,FPN,0.25992719040622553,0.41260668455360483
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (3988).png,adaptive,PSPNet,0.031983213581728245,0.06198398028340666
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11572).png,otsu,UNet,0.01016169707757739,0.020118951464850487
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11572).png,otsu,ResUNet,0.023041123063994015,0.04504437318215747
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11572).png,otsu,ResNet34,0.2091667220412969,0.34596837347323756
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11572).png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11572).png,otsu,FPN,0.20196697153654403,0.3360607675905736
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11572).png,otsu,PSPNet,0.11199172984145003,0.20142547257508478
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11572).png,adaptive,UNet,0.03286995822773891,0.06364781542129308
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11572).png,adaptive,ResUNet,0.1081002331001701,0.1951091243753904
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11572).png,adaptive,ResNet34,0.18802625945479734,0.31653552765927134
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11572).png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11572).png,adaptive,FPN,0.19413516112021306,0.3251477176806279
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (11572).png,adaptive,PSPNet,0.06675457392448764,0.12515451174285377
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4732).png,otsu,UNet,0.015999999999990376,0.03149606299210734
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4732).png,otsu,ResUNet,0.013912412291305399,0.027443025891881967
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4732).png,otsu,ResNet34,0.2370084269662459,0.3831961396536438
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4732).png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4732).png,otsu,FPN,0.24534606933590009,0.3940207069778357
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4732).png,otsu,PSPNet,0.14044615543253,0.2463003707163428
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4732).png,adaptive,UNet,0.022910012115859173,0.04479379778182147
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4732).png,adaptive,ResUNet,0.11822874218955814,0.21145716923365654
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4732).png,adaptive,ResNet34,0.25405088929675074,0.40516838904235847
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4732).png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4732).png,adaptive,FPN,0.24539474688273655,0.3940834783460707
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4732).png,adaptive,PSPNet,0.05778666182080751,0.10925957739216938
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4850).png,otsu,UNet,0.005718182772004135,0.011371342131338285
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4850).png,otsu,ResUNet,0.009960159362544713,0.019723865877702057
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4850).png,otsu,ResNet34,0.27252656519236923,0.4283235771210342
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4850).png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4850).png,otsu,FPN,0.28364562988276926,0.4419375928677038
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4850).png,otsu,PSPNet,0.14821757836504357,0.2581698471749436
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4850).png,adaptive,UNet,0.013996652974281659,0.02760690172541755
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4850).png,adaptive,ResUNet,0.13135177555418318,0.2322032428681903
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4850).png,adaptive,ResNet34,0.28206395797925504,0.4400154239166578
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4850).png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4850).png,adaptive,FPN,0.2895293252435666,0.44904651577253624
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4850).png,adaptive,PSPNet,0.09748826116118917,0.17765704584036726
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4411).png,otsu,UNet,0.0038736842105230535,0.007717473366321854
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4411).png,otsu,ResUNet,0.08077685295276989,0.14947924306868896
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4411).png,otsu,ResNet34,0.17647430131449504,0.30000536538251155
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4411).png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4411).png,otsu,FPN,0.1749572753905983,0.2978104464818709
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4411).png,otsu,PSPNet,0.1229976475859292,0.21905236907723388
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4411).png,adaptive,UNet,0.040374626160837104,0.07761555337009031
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4411).png,adaptive,ResUNet,0.10270710615358897,0.18628175257135518
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4411).png,adaptive,ResNet34,0.17549896765310127,0.29859484777513196
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4411).png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4411).png,adaptive,FPN,0.17497863508726424,0.2978413902381617
COVIDQU_Lung Segmentation Data_Test_Non-COVID,non_COVID (4411).png,adaptive,PSPNet,0.026867422761037596,0.052328902768765534
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9766).png,none,UNet,0.10578204103376912,0.191325301204704
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9766).png,none,ResUNet,0.18554461411601328,0.3130116098656689
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9766).png,none,ResNet34,0.000692297041583656,0.0013836361959222471
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9766).png,none,DeepLabV3+,0.025118262375891053,0.04900558949691342
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9766).png,none,FPN,0.10203632014600382,0.18517778095096812
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9766).png,none,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9712).png,none,UNet,0.1382080450333422,0.24285199113891975
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9712).png,none,ResUNet,0.23323674844883102,0.37825137588901225
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9712).png,none,ResNet34,0.029481742008886078,0.05727491961412873
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9712).png,none,DeepLabV3+,0.02796925365731318,0.05441651792172588
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9712).png,none,FPN,0.1253938736504661,0.22284442200440116
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9712).png,none,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (8943).png,none,UNet,0.1392507730520914,0.24446026519522804
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (8943).png,none,ResUNet,0.268194284985287,0.42295457117345153
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (8943).png,none,ResNet34,0.07330206704878468,0.13659168150181691
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (8943).png,none,DeepLabV3+,0.0251054328950508,0.04898117225688545
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (8943).png,none,FPN,0.0743721828718425,0.1384477075216942
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (8943).png,none,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (8746).png,none,UNet,0.02374214590626709,0.04638305847074289
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (8746).png,none,ResUNet,0.31623018553715987,0.48050893986769466
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (8746).png,none,ResNet34,0.021217739324910622,0.0415538009336518
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (8746).png,none,DeepLabV3+,0.012228701004206257,0.024161932954626705
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (8746).png,none,FPN,0.05322733744659392,0.10107473582225153
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (8746).png,none,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9304).png,none,UNet,0.08642901813628115,0.15910660833516052
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9304).png,none,ResUNet,0.2174138989936824,0.3571733478209791
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9304).png,none,ResNet34,0.01002843885645486,0.019857735625363124
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9304).png,none,DeepLabV3+,0.02439299194410208,0.04762428508576351
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9304).png,none,FPN,0.07034638464735597,0.13144601720784585
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9304).png,none,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9748).png,canny,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9748).png,canny,ResUNet,0.13785905973554424,0.24231306778466005
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9748).png,canny,ResNet34,0.15649511425274407,0.2706368791775858
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9748).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9748).png,canny,FPN,0.22732166260994494,0.37043534638920494
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9748).png,canny,PSPNet,0.0004033559212645988,0.0008063865817266297
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9748).png,sobel,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9748).png,sobel,ResUNet,0.02978921988019772,0.057854984894216116
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9748).png,sobel,ResNet34,0.15414044460538912,0.2671086440577708
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9748).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9748).png,sobel,FPN,0.11743640941051363,0.21018897974241846
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9748).png,sobel,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9255).png,canny,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9255).png,canny,ResUNet,0.1764262542189021,0.2999359349320911
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9255).png,canny,ResNet34,0.37327926945611745,0.5436319876931565
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9255).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9255).png,canny,FPN,0.3559358472717126,0.5250039638496076
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9255).png,canny,PSPNet,0.002007331122359047,0.004006619632434454
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9255).png,sobel,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9255).png,sobel,ResUNet,0.01509130687144926,0.029733890477224658
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9255).png,sobel,ResNet34,0.27980195252445056,0.4372582054161305
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9255).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9255).png,sobel,FPN,0.3292352868337144,0.4953754840769606
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9255).png,sobel,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9513).png,canny,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9513).png,canny,ResUNet,0.14054232804226163,0.24644824586826555
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9513).png,canny,ResNet34,0.15676176241224385,0.27103551916401863
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9513).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9513).png,canny,FPN,0.2603277615683854,0.4131112072694909
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9513).png,canny,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9513).png,sobel,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9513).png,sobel,ResUNet,0.040669856459299734,0.07816091954017373
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9513).png,sobel,ResNet34,0.2142540011416279,0.3528981595945967
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9513).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9513).png,sobel,FPN,0.1612144033889948,0.2776651803809733
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9513).png,sobel,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (433).png,canny,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (433).png,canny,ResUNet,0.11125962360986352,0.20024055809468355
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (433).png,canny,ResNet34,0.17808429589577016,0.3023286135231294
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (433).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (433).png,canny,FPN,0.19445370943913032,0.3255943832774203
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (433).png,canny,PSPNet,0.005075111652452919,0.010098969905062883
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (433).png,sobel,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (433).png,sobel,ResUNet,0.007785130400928155,0.015449980687512204
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (433).png,sobel,ResNet34,0.2747148288972731,0.4310216256524178
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (433).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (433).png,sobel,FPN,0.2130775411811545,0.3513007766571694
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (433).png,sobel,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (587).png,canny,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (587).png,canny,ResUNet,0.12736332991346555,0.22594903796142055
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (587).png,canny,ResNet34,0.20101864078332432,0.3347469122581089
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (587).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (587).png,canny,FPN,0.11517456207773066,0.20655880432412999
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (587).png,canny,PSPNet,0.00014813717502396256,0.00029623046730334275
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (587).png,sobel,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (587).png,sobel,ResUNet,0.0010244402165951818,0.0020467836257294977
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (587).png,sobel,ResNet34,0.12507371847794932,0.22233870798645036
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (587).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (587).png,sobel,FPN,0.20611619609055887,0.3417849735517241
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (587).png,sobel,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9758).png,kmeans,UNet,0.29343317972344596,0.45372762091380103
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9758).png,kmeans,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9758).png,kmeans,ResNet34,0.0037057718665903312,0.0073841796479833174
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9758).png,kmeans,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9758).png,kmeans,FPN,5.156765676564997e-05,0.00010312999535909702
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9758).png,kmeans,PSPNet,0.27187526196659034,0.4275187514005316
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9758).png,mbkmeans,UNet,0.2819268997742284,0.4398486369603151
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9758).png,mbkmeans,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9758).png,mbkmeans,ResNet34,0.020219670494248516,0.03963787619278706
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9758).png,mbkmeans,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9758).png,mbkmeans,FPN,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9758).png,mbkmeans,PSPNet,0.27853684591390643,0.43571187925336086
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9451).png,kmeans,UNet,0.1936187792631102,0.32442314518986076
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9451).png,kmeans,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9451).png,kmeans,ResNet34,0.0030664716705179665,0.006114194337312522
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9451).png,kmeans,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9451).png,kmeans,FPN,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9451).png,kmeans,PSPNet,0.24094898287024352,0.3883301992205069
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9451).png,mbkmeans,UNet,0.2594936708860265,0.41206030150747536
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9451).png,mbkmeans,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9451).png,mbkmeans,ResNet34,0.007708779443250691,0.015299617509554133
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9451).png,mbkmeans,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9451).png,mbkmeans,FPN,0.0,0.0
COVIDQU_Lung Segmentation Data_Test_Normal,Normal (9451).png,mbkmeans,PSPNet,0.25039087890654915,0.40050016859609977
